time,GSR,,,,,,,,,,
-120.47,34.65,,,,,,,,,,
-122.1,37.68,,,,,,,,,,
-122.42,37.79,,,,,,,,,,
-122.64,41.63,,,,,,,,,,
-118.02,33.91,,,,,,,,,,
-119.02,35.36,,,,,,,,,,
-121.33,38.65,,,,,,,,,,
-118.08,33.95,,,,,,,,,,
-118.08,33.79,,,,,,,,,,
-118.23,33.91,,,,,,,,,,
-118.29,33.75,,,,,,,,,,
-118.02,34.13,,,,,,,,,,
-117.89,33.6,,,,,,,,,,
-118.23,34.65,,,,,,,,,,
-118.31,34.02,,,,,,,,,,
-118.07,33.8,,,,,,,,,,
-118.25,33.94,,,,,,,,,,
-122.44,37.71,,,,,,,,,,
-119.75,34.5,,,,,,,,,,
-117.94,33.94,,,,,,,,,,
-119.23,34.17,,,,,,,,,,
-118.11,34.68,,,,,,,,,,
-122.47,37.77,,,,,,,,,,
-120.93,35.76,,,,,,,,,,
-118.14,34.17,,,,,,,,,,
-122.73,38.46,,,,,,,,,,
-117.06,32.76,,,,,,,,,,
-120.71,35.5,,,,,,,,,,
-118.31,34.05,,,,,,,,,,
-119.7,36.75,,,,,,,,,,
-121.34,38.64,,,,,,,,,,
-117.91,34.09,,,,,,,,,,
-119.76,36.79,,,,,,,,,,
-120.66,35.49,,,,,,,,,,
-118.28,34.08,,,,,,,,,,
-122.54,37.9,,,,,,,,,,
-117.59,33.88,,,,,,,,,,
-120.47,34.94,,,,,,,,,,
-118.25,33.93,,,,,,,,,,
-121.97,37.29,,,,,,,,,,
-122.01,36.97,,,,,,,,,,
-122.02,37.6,,,,,,,,,,
-118.23,34.09,,,,,,,,,,
-117.17,34.28,,,,,,,,,,
-122.33,37.39,,,,,,,,,,
-117.91,33.6,,,,,,,,,,
-117.93,33.86,,,,,,,,,,
-119.86,34.42,,,,,,,,,,
-118.14,34.06,,,,,,,,,,
-119.7,36.3,,,,,,,,,,
-117.12,34.1,,,,,,,,,,
-119.63,34.42,,,,,,,,,,
